pl_name,hostname,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt
V1298 Tau b,V1298 Tau,K2,24.1396,0.1688,10.27,0.9159999999999999,74.9,0.236,0.29,35.0,677.0
V1298 Tau c,V1298 Tau,K2,8.24958,0.0825,5.59,0.499,26.7,0.0839,0.43,146.0,968.0
V1298 Tau d,V1298 Tau,K2,12.4032,0.1083,6.41,0.5720000000000001,33.6,0.106,0.21,85.0,845.0
V1298 Tau e,V1298 Tau,K2,60.0,0.308,8.74,0.78,57.0,0.179,0.57,10.0,492.0
V830 Tau b,V830 Tau,Multiple Observatories,4.927,0.057,14.0,1.25,222.481,0.7,0.0,37.03,1812.0
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,Paranal Observatory,2.5199454,102.0,12.4,1.11,3559.696,11.2,0.0,37.03,1812.0
WASP-1 b,WASP-1,SuperWASP,2.5199454,0.03889,16.623,1.483,271.415,0.854,0.0,37.03,1812.0
WASP-10 b,WASP-10,SuperWASP,3.0927616,0.03781,12.106,1.08,1001.12,3.15,0.0473,37.03,1370.0
WASP-100 b,WASP-100,SuperWASP,2.84938,0.045739999999999996,14.908,1.33,400.4658,1.26,0.0,37.03,2190.0
WASP-101 b,WASP-101,SuperWASP,3.58572,0.05057,16.029,1.43,162.0933,0.51,0.0,37.03,1560.0
WASP-103 b,WASP-103,SuperWASP,0.925542,0.01985,17.127,1.528,473.547,1.49,0.15,37.03,2508.0
WASP-104 b,WASP-104,SuperWASP,1.7554137,0.02918,12.745,1.137,404.263,1.272,0.0,37.03,1516.0
WASP-105 b,WASP-105,SuperWASP-South,7.87288,0.075,10.761,0.96,572.094,1.8,0.0,37.03,900.0
WASP-106 b,WASP-106,SuperWASP,9.28971,0.0917,11.433,1.02,514.8846,1.62,0.0,37.03,1140.0
WASP-107 b,WASP-107,SuperWASP-South,5.7214742,0.055,10.536,0.94,30.5,0.096,0.06,37.03,736.0
WASP-107 c,WASP-107,Multiple Observatories,1088.0,0.0435,13.2,1.18,115.0,0.36,0.28,759.31,992.0
WASP-11 b,WASP-11,SuperWASP,3.72247,0.0435,12.442,1.11,251.0857,0.79,0.0,759.31,992.0
WASP-113 b,WASP-113,SuperWASP-North,4.54216875,0.05885,15.793,1.409,150.96925,0.475,0.0,759.31,1496.0
WASP-114 b,WASP-114,SuperWASP-North,1.5487743,0.02851,15.009,1.339,562.24127,1.769,0.012,759.31,2043.0
WASP-117 b,WASP-117,SuperWASP,10.02165,0.09459,11.882,1.06,95.349,0.3,0.3,759.31,1001.0
WASP-118 b,WASP-118,SuperWASP,4.0460435,0.054529999999999995,16.141,1.44,163.36462,0.514,0.0,759.31,1729.0
WASP-119 b,WASP-119,SuperWASP-South,2.49979,0.0363,15.693,1.4,390.9309,1.23,0.058,759.31,1600.0
WASP-12 b,WASP-12,SuperWASP,1.09142,0.0232,21.712,1.9369999999999998,465.62095,1.465,0.0447,759.31,2593.0
WASP-120 b,WASP-120,SuperWASP,3.6112706,0.0514,16.511,1.473,1541.4755,4.85,0.057,759.31,1880.0
WASP-121 b,WASP-121,SuperWASP,1.2749255,0.02544,20.905,1.865,375.99289,1.183,0.0,759.31,2358.0
WASP-123 b,WASP-123,SuperWASP,2.9776412,0.04263,14.773,1.318,285.72917,0.899,0.0,759.31,1520.0
WASP-124 b,WASP-124,SuperWASP-South,3.37265,0.0449,13.899000000000001,1.24,190.698,0.6,0.017,759.31,1400.0
WASP-126 b,WASP-126,SuperWASP-South,3.28883,0.0449,10.174,0.96,90.3,0.28411,0.18,759.31,1480.0
WASP-126 c,WASP-126,Transiting Exoplanet Survey Satellite (TESS),7.63,0.0484,9.38,0.8370000000000001,64.2,0.20199,0.05,94.97,1400.0
WASP-127 b,WASP-127,SuperWASP,4.17806203,0.0484,14.695,1.311,52.3466,0.1647,0.0,94.97,1400.0
WASP-129 b,WASP-129,SuperWASP-South,5.748145,0.0628,10.424000000000001,0.93,317.83,1.0,0.096,94.97,1100.0
WASP-13 b,WASP-13,SuperWASP,4.35301,0.05362000000000001,13.675,1.22,114.4188,0.36,0.0,94.97,1531.0
WASP-130 b,WASP-130,SuperWASP-South,11.55098,0.1012,9.976,0.89,390.9309,1.23,0.0,94.97,833.0
WASP-131 b,WASP-131,SuperWASP-South,5.322023,0.0607,13.675,1.22,85.8141,0.27,0.0,94.97,1460.0
WASP-132 b,WASP-132,SuperWASP-South,7.133521,0.067,9.752,0.87,130.3103,0.41,0.0,94.97,763.0
WASP-133 b,WASP-133,SuperWASP-South,2.176423,0.0345,13.562999999999999,1.21,368.6828,1.16,0.17,94.97,1790.0
WASP-135 b,WASP-135,SuperWASP,1.4013794,0.0243,14.572000000000001,1.3,603.877,1.9,0.0,94.97,1742.0
WASP-136 b,WASP-136,SuperWASP,5.215357,0.0661,15.468,1.38,479.9233,1.51,0.0,94.97,1742.0
WASP-138 b,WASP-138,SuperWASP,3.634433,0.0494,12.218,1.09,387.7526,1.22,0.0,94.97,1590.0
WASP-139 b,WASP-139,SuperWASP-South,5.924262,0.062,8.967,0.8,37.18611,0.117,0.0,94.97,910.0
WASP-14 b,WASP-14,SuperWASP,2.24375,0.037,15.468,1.38,2809.6172,8.84,0.09,94.97,1872.0
WASP-140 b,WASP-140,SuperWASP-South,2.2359835,0.0323,16.141,1.44,775.5052,2.44,0.047,94.97,1320.0
WASP-141 b,WASP-141,SuperWASP-South,3.310651,0.0469,13.562999999999999,1.21,854.9627,2.69,0.0,94.97,1540.0
WASP-142 b,WASP-142,SuperWASP-South,2.052868,0.0347,17.15,1.53,266.9772,0.84,0.0,94.97,2000.0
WASP-144 b,WASP-144,SuperWASP-South,2.2783152,0.0316,9.527999999999999,0.85,139.8452,0.44,0.0,94.97,1260.0
WASP-145 A b,WASP-145 A,SuperWASP-South,1.7690381,0.0261,10.088,0.9,282.8687,0.89,0.0,94.97,1200.0
WASP-147 b,WASP-147,SuperWASP-South,4.60273,0.0549,12.498,1.115,87.40325,0.275,0.0,94.97,1404.0
WASP-148 b,WASP-148,SuperWASP-North,8.80381,0.0845,8.093,0.722,92.48853000000001,0.291,0.22,94.97,940.0
WASP-148 c,WASP-148,Haute-Provence Observatory,34.516,0.2101,14.0,1.25,127.132,0.4,0.359,460.0,590.0
WASP-15 b,WASP-15,SuperWASP,3.7521,0.05165,15.805,1.41,171.6282,0.54,0.0,460.0,1676.0
WASP-150 b,WASP-150,SuperWASP-North,5.644207,0.0694,11.994000000000002,1.07,2688.8418,8.46,0.3775,460.0,1460.0
WASP-151 b,WASP-151,SuperWASP-South,4.533471,0.055,12.665999999999999,1.13,98.5273,0.31,0.003,460.0,1290.0
WASP-153 b,WASP-153,SuperWASP,3.332609,0.048,17.374000000000002,1.55,123.9537,0.39,0.009,1400.0,1700.0
WASP-156 b,WASP-156,SuperWASP,3.836169,0.0453,5.7170000000000005,0.51,40.68224,0.128,0.007,150.0,970.0
WASP-157 b,WASP-157,SuperWASP,3.951623,0.0499,11.19,0.998,182.43442,0.574,0.0,990.0,1193.0
WASP-158 b,WASP-158,SuperWASP-South,3.656333,0.0517,11.994000000000002,1.07,886.7457,2.79,0.0,990.0,1590.0
WASP-159 b,WASP-159,SuperWASP-South,3.840401,0.0538,15.468,1.38,174.8065,0.55,0.0,990.0,1850.0
WASP-16 b,WASP-16,SuperWASP,3.1186,0.0415,13.675,1.22,394.1092,1.24,0.0,990.0,1389.0
WASP-160 B b,WASP-160 B,SuperWASP-South,3.7684952,0.0452,12.218,1.09,88.35674,0.278,0.0,990.0,1119.0
WASP-161 b,WASP-161,SuperWASP-South,5.4060425,0.0673,12.812000000000001,1.143,791.3967,2.49,0.434,990.0,1557.0
WASP-162 b,WASP-162,SuperWASP-South,9.62468,0.0871,11.209000000000001,1.0,1652.716,5.2,0.434,1200.0,910.0
WASP-163 b,WASP-163,SuperWASP-South,1.6096884,0.0266,13.472999999999999,1.202,594.3421,1.87,0.0,1200.0,1638.0
WASP-164 b,WASP-164,SuperWASP-South,1.7771255,0.02818,12.644,1.128,676.9779,2.13,0.0,440.0,1610.0
WASP-165 b,WASP-165,SuperWASP-South,3.465509,0.04823,14.123,1.26,209.13214,0.658,0.0,440.0,1624.0
WASP-166 b,WASP-166,WASP-South,5.44354,0.0641,7.062,0.63,32.10083,0.101,0.0,440.0,1270.0
WASP-167 b,WASP-167,Multiple Observatories,2.0219596,0.0365,17.71,1.58,2542.64,8.0,0.0,680.0,2329.0
WASP-168 b,WASP-168,SuperWASP-South,4.153658,0.0519,16.814,1.5,133.4886,0.42,0.0,680.0,1340.0
WASP-169 b,WASP-169,WASP-South,5.6114118,0.0681,14.617,1.304,178.30263,0.561,0.0,680.0,1604.0
WASP-17 b,WASP-17,SuperWASP,3.73543,0.0515,20.961,1.87,247.9074,0.78,0.0,680.0,1755.0
WASP-170 b,WASP-170,SuperWASP-South,2.34478022,0.0337,12.285,1.0959999999999999,508.528,1.6,0.0,680.0,1422.0
WASP-171 b,WASP-171,WASP-South,3.8186244,0.0504,10.985,0.98,344.52772000000004,1.084,0.0,1920.0,1642.0
WASP-172 b,WASP-172,SuperWASP-South,5.477433,0.0694,17.598,1.57,149.3801,0.47,0.0,1920.0,1740.0
WASP-173 A b,WASP-173 A,SuperWASP-South,1.38665318,0.0248,13.450999999999999,1.2,1172.7927,3.69,0.0,1920.0,1880.0
WASP-174 b,WASP-174,SuperWASP-South,4.2337,0.0559,14.572000000000001,1.3,413.179,1.3,0.0,5550.0,1490.0
WASP-175 b,WASP-175,WASP-South,3.0652907,0.04403,13.54,1.208,314.6517,0.99,0.0,5550.0,1571.0
WASP-176 b,WASP-176,SuperWASP-North,3.899052,0.0535,16.87,1.505,271.74465,0.855,0.0,5550.0,1721.0
WASP-177 b,WASP-177,SuperWASP,3.071722,0.03957,17.71,1.58,161.45764,0.508,0.0,5550.0,1142.0
WASP-178 b,WASP-178,WASP-South,3.3448285,0.0558,20.288,1.81,527.5978,1.66,0.0,5550.0,2470.0
WASP-18 b,WASP-18,SuperWASP,0.94124,0.02,13.35,1.1909999999999998,3314.82,10.42954,0.01,583.44,2413.0
WASP-18 c,WASP-18,Transiting Exoplanet Survey Satellite (TESS),2.1558,0.035,8.58,0.765,55.2,0.17368,0.015,583.44,1540.0
WASP-180 A b,WASP-180 A,SuperWASP,3.409264,0.048,13.899000000000001,1.24,286.047,0.9,0.0,583.44,1540.0
WASP-181 b,WASP-181,SuperWASP,4.5195064,0.054270000000000006,13.270999999999999,1.1840000000000002,95.03116999999999,0.299,0.0,583.44,1186.0
WASP-182 b,WASP-182,WASP-South,3.3769848,0.0451,9.527999999999999,0.85,47.03884,0.148,0.0,583.44,1479.0
WASP-183 b,WASP-183,SuperWASP,4.1117771,0.04632,16.477,1.47,159.55066000000002,0.502,0.0,583.44,1111.0
WASP-184 b,WASP-184,WASP-South,5.1817,0.0627,14.908,1.33,181.1631,0.57,0.0,583.44,1480.0
WASP-185 b,WASP-185,WASP-South,9.38755,0.0904,14.011,1.25,311.4734,0.98,0.24,583.44,1160.0
WASP-186 b,WASP-186,SuperWASP,5.026799,0.06,12.442,1.11,1341.2426,4.22,0.33,583.44,1369.0
WASP-187 b,WASP-187,SuperWASP,5.147878,0.0653,18.383,1.64,254.264,0.8,0.0,1594.76,1760.0
WASP-19 b,WASP-19,SuperWASP,0.78883899,0.01634,15.603,1.392,339.76027,1.069,0.002,492.0,2520.0
WASP-190 b,WASP-190,WASP-South,5.367753,0.0663,12.89,1.15,317.83,1.0,0.0,492.0,1500.0
WASP-192 b,WASP-192,WASP-South,2.8786765,0.0408,13.787,1.23,731.009,2.3,0.0,492.0,1620.0
WASP-2 b,WASP-2,SuperWASP,2.152175,0.031439999999999996,12.117,1.081,295.89973,0.931,0.0054,492.0,1311.0
WASP-20 b,WASP-20,SuperWASP,4.8996284,0.06,16.387999999999998,1.462,98.841,0.311,0.0,1188.64,1379.0
WASP-21 b,WASP-21,SuperWASP,4.322482,0.052,11.99,1.07,95.345,0.3,0.0,1188.64,1340.0
WASP-22 b,WASP-22,SuperWASP,3.53269,0.047,13.787,1.23,212.9461,0.67,0.02,1188.64,1502.0
WASP-23 b,WASP-23,SuperWASP,2.9444256,0.0376,10.783,0.9620000000000001,280.95,0.884,0.062,1188.64,1772.0
WASP-24 b,WASP-24,SuperWASP,2.34121,0.03651,15.468,1.38,394.1092,1.24,0.0,1188.64,1772.0
WASP-25 b,WASP-25,SuperWASP,3.76483,0.0473,11.994000000000002,1.07,139.8452,0.44,0.0,1188.64,1210.0
WASP-26 b,WASP-26,SuperWASP,2.7566,0.03985,13.562999999999999,1.21,270.1555,0.85,0.0,1188.64,1650.0
WASP-28 b,WASP-28,SuperWASP,3.40883,0.04469,13.597000000000001,1.213,288.26,0.907,0.0,1188.64,1468.0
WASP-29 b,WASP-29,SuperWASP,3.92273,0.0457,8.631,0.77,73.1009,0.23,0.03,1188.64,970.0
WASP-3 b,WASP-3,SuperWASP,1.84683,0.0315,15.917,1.42,772.3269,2.43,0.0,1188.64,2020.0
WASP-31 b,WASP-31,SuperWASP,3.4059096,0.04659,17.363,1.5490000000000002,151.916,0.478,0.0,1188.64,1575.0
WASP-32 b,WASP-32,SuperWASP,2.71866,0.0394,10.761,0.96,835.8929,2.63,0.0,1188.64,2782.0
WASP-33 b,WASP-33,SuperWASP,1.21987,0.0239,17.855999999999998,1.5930000000000002,665.21819,2.093,0.0,1188.64,2782.0
WASP-34 b,WASP-34,SuperWASP,4.31768,0.0524,11.209000000000001,1.0,177.9848,0.56,0.04,1188.64,1250.0
WASP-35 b,WASP-35,SuperWASP,3.16158,0.04317,14.572000000000001,1.3,225.6593,0.71,0.0,1188.64,1733.0
WASP-36 b,WASP-36,SuperWASP,1.53736596,0.02677,14.874,1.327,750.39663,2.361,0.019,1188.64,1733.0
WASP-37 b,WASP-37,SuperWASP,3.577469,0.0446,13.002,1.16,572.07,1.8,0.0,1188.64,1250.0
WASP-38 b,WASP-38,SuperWASP,6.87188,0.07522000000000001,13.787,1.23,1093.3352,3.44,0.03,1188.64,1250.0
WASP-39 b,WASP-39,SuperWASP,4.055259,0.0486,14.235,1.27,88.989,0.28,0.0,1188.64,1166.0
WASP-4 b,WASP-4,SuperWASP,1.33823147,0.0226,14.807,1.321,376.94638,1.186,0.0,1188.64,1673.0
WASP-41 b,WASP-41,SuperWASP,3.0524,0.04022,12.33,1.1,270.1555,0.85,0.0,533.0,1244.0
WASP-41 c,WASP-41,La Silla Observatory,421.0,1.07,13.1,1.17,1010.6994,3.18,0.294,533.0,241.0
WASP-42 b,WASP-42,SuperWASP,4.9816819,0.0561,12.575999999999999,1.122,167.49641,0.527,0.062,533.0,1021.0
WASP-43 b,WASP-43,SuperWASP,0.813475,0.0142,10.424000000000001,0.93,565.714,1.78,0.0,533.0,1427.0
WASP-44 b,WASP-44,SuperWASP,2.423804,0.03453,12.33,1.1,276.5121,0.87,0.068,533.0,1337.0
WASP-45 b,WASP-45,SuperWASP,3.126089,0.03963,10.604000000000001,0.946,306.38812,0.964,0.043,294.0,1153.0
WASP-46 b,WASP-46,SuperWASP,1.43036763,0.02335,13.159,1.1740000000000002,607.0553,1.91,0.022,534.0,1636.0
WASP-47 b,WASP-47,SuperWASP,4.1591289,0.052,12.63,1.127,363.1,1.1424299999999998,0.0028,534.0,1275.0
WASP-47 c,WASP-47,La Silla Observatory,588.5,1.393,13.5,1.21,500.0,1.57,0.296,190.0,247.0
WASP-47 d,WASP-47,K2,9.03077,0.085,3.576,0.319,13.1,0.04122,0.014,190.0,2035.0
WASP-47 e,WASP-47,K2,0.789592,0.016730000000000002,1.81,0.161,6.83,0.021490000000000002,0.03,4895.0,2035.0
WASP-48 b,WASP-48,SuperWASP,2.14363,0.03444,16.814,1.5,254.264,0.8,0.0,98.09,2035.0
WASP-49 b,WASP-49,SuperWASP,2.78174,0.0379,12.442,1.11,117.5971,0.37,0.0,98.09,1400.0
WASP-5 b,WASP-5,SuperWASP,1.6284279,0.0267,12.184000000000001,1.087,502.15,1.58,0.038,98.09,1706.0
WASP-50 b,WASP-50,SuperWASP,1.9551,0.0293,13.07,1.166,466.8287,1.4688,0.009,98.09,1395.0
WASP-52 b,WASP-52,SuperWASP,1.7497798,0.0272,14.24,1.27,146.2,0.46,0.0,98.09,1315.0
WASP-53 b,WASP-53,Multiple Facilities,3.3098443,0.041010000000000005,12.038,1.074,677.61356,2.132,0.03,1657.0,1053.0
WASP-53 c,WASP-53,Multiple Facilities,2840.0,3.73,17.71,1.58,5196.5205,16.35,0.8369,1657.0,1759.0
WASP-54 b,WASP-54,SuperWASP,3.69364,0.04988,17.71,1.58,187.5197,0.59,0.07,1657.0,1759.0
WASP-55 b,WASP-55,SuperWASP,4.46563,0.0558,14.908,1.33,193.8763,0.61,0.0,1657.0,1300.0
WASP-56 b,WASP-56,SuperWASP,4.6171,0.056139999999999995,10.536,0.94,143.0235,0.45,0.0,1657.0,1216.0
WASP-57 b,WASP-57,SuperWASP,2.83891856,0.037689999999999994,11.769,1.05,204.68251999999998,0.644,0.059,1657.0,1338.0
WASP-58 b,WASP-58,SuperWASP,5.01718,0.0562,16.029,1.43,308.2951,0.97,0.0,1657.0,1270.0
WASP-59 b,WASP-59,SuperWASP,7.919585,0.0697,8.687000000000001,0.775,274.276,0.863,0.1,1657.0,670.0
WASP-6 b,WASP-6,SuperWASP,3.36101,0.04217,11.545,1.03,117.5971,0.37,0.05,1657.0,1184.0
WASP-60 b,WASP-60,SuperWASP,4.305,0.055479999999999995,9.863999999999999,0.88,174.8065,0.55,0.0,1657.0,1479.0
WASP-61 b,WASP-61,SuperWASP,3.8559,0.0521,15.805,1.41,851.7844,2.68,0.0,1657.0,1624.0
WASP-62 b,WASP-62,SuperWASP,4.41195,0.0571,14.796,1.32,165.2716,0.52,0.0,1657.0,1475.0
WASP-63 b,WASP-63,SuperWASP,4.37808,0.0574,15.805,1.41,117.5971,0.37,0.0,1657.0,1689.0
WASP-64 b,WASP-64,SuperWASP,1.5732918,0.02648,14.247,1.271,403.945,1.271,0.0,1657.0,1689.0
WASP-65 b,WASP-65,SuperWASP,2.3114243,0.0334,12.464,1.112,492.62,1.55,0.0,1657.0,1480.0
WASP-66 b,WASP-66,SuperWASP,4.08605,0.0546,15.693,1.4,746.9005,2.35,0.0,1657.0,1003.0
WASP-67 b,WASP-67,SuperWASP,4.61442,0.051789999999999996,12.89,1.15,136.6669,0.43,0.0,1657.0,1003.0
WASP-68 b,WASP-68,SuperWASP,5.0843,0.062060000000000004,14.796,1.32,343.2564,1.08,0.0,1657.0,1490.0
WASP-69 b,WASP-69,SuperWASP,3.86814,0.04525,12.442,1.11,92.1707,0.29,0.0,1657.0,963.0
WASP-7 b,WASP-7,SuperWASP,4.9546416,0.0617,14.908,1.33,305.1168,0.96,0.034,1657.0,1487.0
WASP-70 A b,WASP-70 A,SuperWASP,3.7130203,0.048530000000000004,13.047,1.1640000000000001,187.512,0.59,0.0,1657.0,1387.0
WASP-71 b,WASP-71,SuperWASP,2.90367,0.04622,13.227,1.18,441.7837,1.39,0.0,1657.0,2049.0
WASP-72 b,WASP-72,SuperWASP,2.21673,0.037110000000000004,14.46,1.29,731.009,2.3,0.0,1657.0,2210.0
WASP-73 b,WASP-73,SuperWASP,4.08722,0.05512,15.917,1.42,908.9938,2.86,0.0,1657.0,1790.0
WASP-74 b,WASP-74,SuperWASP,2.13775,0.03443,15.244000000000002,1.36,228.8376,0.72,0.0,1657.0,1926.0
WASP-75 b,WASP-75,SuperWASP,2.484193,0.0375,14.235,1.27,340.06,1.07,0.0,1657.0,1710.0
WASP-76 b,WASP-76,SuperWASP,1.809886,0.033,20.511999999999997,1.83,292.4036,0.92,0.0,98.09,2160.0
WASP-77 A b,WASP-77 A,SuperWASP,1.36003,0.02405,15.468,1.38,727.8307,2.29,0.0,98.09,1674.0
WASP-78 b,WASP-78,SuperWASP,2.17518,0.03488,21.633000000000003,1.93,352.7913,1.11,0.0,0.18,2470.0
WASP-79 b,WASP-79,SuperWASP,3.66238,0.0519,18.719,1.67,270.1555,0.85,0.0,0.18,1716.0
WASP-8 b,WASP-8,SuperWASP,8.15872,0.0801,12.665999999999999,1.13,807.2882,2.54,0.31,0.18,950.0
WASP-8 c,WASP-8,SuperWASP,4323.0,5.28,12.5,1.12,3003.37,9.45,0.0,0.18,825.0
WASP-80 b,WASP-80,SuperWASP,3.06785234,0.0344,11.198,0.9990000000000001,170.99254,0.538,0.002,0.18,825.0
WASP-81 b,WASP-81,Multiple Facilities,2.7164762,0.039080000000000004,16.018,1.429,231.69807000000003,0.729,0.066,0.18,1623.0
WASP-82 b,WASP-82,SuperWASP,2.70579,0.0447,18.159000000000002,1.62,371.8611,1.17,0.0,0.18,2190.0
WASP-83 b,WASP-83,SuperWASP,4.971252,0.059,11.657,1.04,95.349,0.3,0.0,0.18,1120.0
WASP-84 b,WASP-84,SuperWASP,8.5234865,0.0771,10.559000000000001,0.9420000000000001,220.565,0.694,0.0,0.18,797.0
