,pl_name,hostname,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt
68,CoRoT-1 b,CoRoT-1,CoRoT,1.5089556999999998,0.02752,16.7,327.35,0.0,98.09,1898.0
69,CoRoT-10 b,CoRoT-10,CoRoT,13.2406,0.1055,10.87,874.0,0.53,98.09,600.0
70,CoRoT-11 b,CoRoT-11,CoRoT,2.9943299999999997,0.0436,16.03,740.51,0.0,98.09,1657.0
71,CoRoT-12 b,CoRoT-12,CoRoT,2.828042,0.04016,16.14,291.438,0.07,98.09,1442.0
72,CoRoT-13 b,CoRoT-13,CoRoT,4.03519,0.051,9.92,415.704,0.0,98.09,1700.0
73,CoRoT-14 b,CoRoT-14,CoRoT,1.51214,0.027000000000000003,12.22,2415.4,0.0,98.09,1952.0
74,CoRoT-16 b,CoRoT-16,CoRoT,5.35227,0.0618,13.11,170.032,0.33,98.09,1626.0
75,CoRoT-17 b,CoRoT-17,CoRoT,3.7681,0.0461,11.43,772.29,0.0,98.09,1626.0
76,CoRoT-18 b,CoRoT-18,CoRoT,1.9000693,0.0295,14.68,1102.82,0.08,132.26,1550.0
77,CoRoT-19 b,CoRoT-19,CoRoT,3.89713,0.0518,14.46,352.78,0.047,132.26,2000.0
78,CoRoT-2 b,CoRoT-2,CoRoT,1.7429935,0.02798,16.432000000000002,1102.82,0.0143,132.26,1521.0
79,CoRoT-20 b,CoRoT-20,CoRoT,9.24285,0.09,9.416,1366.6689999999999,0.59,132.26,1024.0
80,CoRoT-20 c,CoRoT-20,Multiple Observatories,1675.0,2.9,12.2,5403.11,0.6,132.26,885.0
81,CoRoT-21 b,CoRoT-21,CoRoT,2.72474,0.0417,14.572,718.2958,0.0,132.26,885.0
82,CoRoT-22 b,CoRoT-22,CoRoT,9.755980000000001,0.092,4.88,12.2,0.077,132.26,885.0
83,CoRoT-23 b,CoRoT-23,CoRoT,3.6313,0.048,11.77,889.9,0.16,132.26,1660.0
84,CoRoT-24 b,CoRoT-24,CoRoT,5.1134,0.055999999999999994,3.7,5.7,0.0,132.26,1070.0
85,CoRoT-24 c,CoRoT-24,CoRoT,11.759,0.098,5.0,28.0,0.0,132.26,850.0
86,CoRoT-25 b,CoRoT-25,CoRoT,4.86069,0.0578,12.11,85.81,0.0,132.26,1330.0
87,CoRoT-26 b,CoRoT-26,CoRoT,4.20474,0.0526,14.12,165.26,0.0,132.26,1600.0
88,CoRoT-27 b,CoRoT-27,CoRoT,3.5753199999999996,0.0476,11.287,3302.11,0.065,132.26,1500.0
89,CoRoT-28 b,CoRoT-28,CoRoT,5.2085099999999995,0.0603,10.705,153.82972,0.047,132.26,1695.0
90,CoRoT-29 b,CoRoT-29,CoRoT,2.8505700000000003,0.0386,10.088,270.1555,0.08199999999999999,132.26,1695.0
91,CoRoT-3 b,CoRoT-3,CoRoT,4.2568,0.057829999999999986,11.32,6883.91,0.0,132.26,1695.0
92,CoRoT-30 b,CoRoT-30,CoRoT,9.06005,0.0844,11.31,921.707,0.006999999999999999,132.26,1074.0
93,CoRoT-31 b,CoRoT-31,CoRoT,4.62941,0.0586,16.365,266.9772,0.02,132.26,1074.0
94,CoRoT-4 b,CoRoT-4,CoRoT,9.20205,0.09,13.34,228.83,0.0,132.26,1074.0
95,CoRoT-5 b,CoRoT-5,CoRoT,4.0378962,0.04947,15.558,148.42,0.09,132.26,1438.0
96,CoRoT-6 b,CoRoT-6,CoRoT,8.886593,0.0855,13.068,940.74,0.1,132.26,1017.0
97,CoRoT-7 b,CoRoT-7,CoRoT,0.85359163,0.017016,1.681,4.07661,0.0,132.26,1756.0
98,CoRoT-7 c,CoRoT-7,CoRoT,3.698,0.046,2.83,8.4,0.0,132.26,870.0
99,CoRoT-8 b,CoRoT-8,CoRoT,6.21229,0.063,6.39,69.92,0.0,132.26,870.0
100,CoRoT-9 b,CoRoT-9,CoRoT,95.27265600000001,0.4021,11.949000000000002,266.9772,0.133,132.26,420.0
101,CoRoTID 223977153 b,CoRoTID 223977153,CoRoT,6.718369999999999,0.071,6.3889999999999985,47.6745,0.0,132.26,938.0
102,DE CVn b,DE CVn,Multiple Facilities,4098.1,5.75,12.4,3823.2733,0.0,145.1,2200.0
103,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Paranal Observatory,246.36,0.36,11.9,9057.77,0.345,145.1,2200.0
104,DH Tau b,DH Tau,Subaru Telescope,18.57,330.0,30.264,3496.0,0.083,145.1,2200.0
105,DMPP-1 b,DMPP-1,La Silla Observatory,18.57,0.1462,5.29,24.27,0.083,145.1,877.0
106,DMPP-1 c,DMPP-1,La Silla Observatory,6.584,0.0733,3.06,9.6,0.057,145.1,1239.0
107,DMPP-1 d,DMPP-1,La Silla Observatory,2.8819999999999997,0.0422,1.65,3.35,0.07,145.1,1632.0
108,DMPP-1 e,DMPP-1,La Silla Observatory,5.516,0.0651,1.86,4.13,0.07,145.1,1314.0
109,DMPP-2 b,DMPP-2,Multiple Facilities,5.2072,0.0664,14.3,138.89171000000002,0.078,145.1,1000.0
110,DMPP-3 A b,DMPP-3 A,La Silla Observatory,6.6732,0.0662,1.41,2.58,0.14,145.1,854.0
111,DP Leo b,DP Leo,Yunnan Astronomical Observatory,10220.0,8.19,12.7,1995.88832,0.39,145.1,850.0
112,DS Tuc A b,DS Tuc A,Transiting Exoplanet Survey Satellite (TESS),8.138268,0.0349,5.7,413.17900000000003,0.0,145.1,850.0
113,EPIC 201170410.02,EPIC 201170410,K2,6.7987,0.0349,1.047,1.15,0.0,3.5,961.0
114,EPIC 201238110 b,EPIC 201238110,K2,28.1656,0.0296,1.87,4.16,0.0,3.5,961.0
115,EPIC 201497682 b,EPIC 201497682,K2,2.13174,0.0296,0.6920000000000001,0.26,0.0,3.5,961.0
116,EPIC 201615463 c,K2-166,K2,3.80464,0.0296,1.22,1.98,0.0,3.5,961.0
117,EPIC 201754305 d,K2-16,K2,2.71578,0.0296,1.03,1.08,0.0,3.5,961.0
118,EPIC 201757695.02,EPIC 201757695,K2,2.0478,0.0296,0.908,0.688,0.0,3.5,961.0
119,EPIC 201833600 c,K2-50,K2,3.9615099999999996,0.035,1.0,0.972,0.06,3.5,961.0
120,EPIC 201841433 b,EPIC 201841433,K2,4.1698,0.035,1.04,1.12,0.06,3.5,961.0
121,EPIC 205950854 c,K2-168,K2,8.050722,0.131,1.31,2.27,0.06,3.5,961.0
122,EPIC 206024342 b,EPIC 206024342,K2,4.50756,0.131,1.7,3.53,0.06,3.5,817.0
123,EPIC 206032309 b,EPIC 206032309,K2,2.87814,0.131,1.01,1.01,0.06,3.5,817.0
124,EPIC 206042996 b,EPIC 206042996,K2,5.29711,0.131,1.62,3.26,0.06,3.5,817.0
125,EPIC 206215704 b,EPIC 206215704,K2,2.25372,0.131,0.9,0.6659999999999999,0.06,3.5,817.0
126,EPIC 206317286 b,EPIC 206317286,K2,1.5825200000000001,0.131,0.96,0.84,0.06,3.5,817.0
127,EPIC 211822797 b,EPIC 211822797,K2,21.169860999999997,0.131,1.98,4.58,0.06,3.5,817.0
128,EPIC 211945201 b,EPIC 211945201,K2,19.49221,0.1493,5.76,27.0,0.0,4293.0,817.0
129,EPIC 212297394 b,EPIC 212297394,K2,2.28943,0.098,1.3230000000000002,2.31,0.2,4293.0,536.0
130,EPIC 212424622 b,EPIC 212424622,K2,18.0983,0.098,2.17,5.35,0.2,4293.0,536.0
131,EPIC 212499991 b,EPIC 212499991,K2,34.885,0.098,1.6,3.19,0.2,4293.0,536.0
132,EPIC 212587672 b,EPIC 212587672,K2,15.2841,0.098,1.12,1.46,0.2,4293.0,536.0
133,EPIC 212737443 b,EPIC 212737443,K2,13.603,0.098,2.5860000000000003,7.2,0.2,4293.0,536.0
134,EPIC 212737443 c,EPIC 212737443,K2,65.55,0.28,2.69,7.7,0.2,4293.0,316.0
135,EPIC 220554210 c,K2-282,K2,0.70531,0.0134,1.48,2.79,0.0,4293.0,2119.0
136,EPIC 220674823 b,EPIC 220674823,K2,0.571331,0.0134,1.82,7.72,0.0,4293.0,2119.0
137,EPIC 220674823 c,EPIC 220674823,K2,13.339079000000002,0.1091,2.73,5.8,0.18,64.0,741.0
138,EPIC 246851721 b,EPIC 246851721,K2,6.180235,0.07229,11.781,953.49,0.0,642.0,1401.0
139,EPIC 248847494 b,EPIC 248847494,K2,3650.0,4.5,12.442,4131.79,0.0,0.19,183.0
140,EPIC 249893012 b,EPIC 249893012,K2,3.5951,0.047,1.95,8.75,0.06,1037.0,1616.0
141,EPIC 249893012 c,EPIC 249893012,K2,15.624,0.13,3.67,14.67,0.07,160.0,990.0
142,EPIC 249893012 d,EPIC 249893012,K2,35.747,0.22,3.94,10.18,0.15,53.0,752.0
143,FU Tau b,FU Tau,Spitzer Space Telescope,5.746007,800.0,12.2,5085.28,0.0,7.2,2375.0
144,G 9-40 b,G 9-40,K2,5.746007,0.0385,2.025,4.76,0.0,7.2,456.0
145,GJ 1061 b,GJ 1061,La Silla Observatory,3.2039999999999997,0.021,1.1,1.37,0.31,3.8,529.0
146,GJ 1061 c,GJ 1061,La Silla Observatory,6.689,0.035,1.18,1.74,0.29,1.4,529.0
147,GJ 1061 d,GJ 1061,La Silla Observatory,13.030999999999999,0.054000000000000006,1.16,1.64,0.53,0.6,529.0
148,GJ 1132 b,GJ 1132,Cerro Tololo Inter-American Observatory,1.628931,0.0153,1.13,1.66,0.22,3.1,529.0
149,GJ 1132 c,GJ 1132,La Silla Observatory,8.929,0.0476,1.43,2.64,0.27,3.1,300.0
150,GJ 1148 b,GJ 1148,W. M. Keck Observatory,41.38,0.166,11.9,96.7,0.38,3.1,547.0
151,GJ 1148 c,GJ 1148,Calar Alto Observatory,532.58,0.912,9.71,68.06,0.342,3.1,547.0
152,GJ 1214 b,GJ 1214,MEarth Project,1.58040456,0.01411,2.847,6.26125,0.0,3.1,547.0
153,GJ 1252 b,GJ 1252,Transiting Exoplanet Survey Satellite (TESS),0.5182349,0.00916,1.193,2.09,0.0,3.1,1089.0
154,GJ 1265 b,GJ 1265,Calar Alto Observatory,3.6511,0.026000000000000002,2.63,7.4,0.04,3.1,422.0
155,GJ 143 b,GJ 143,Transiting Exoplanet Survey Satellite (TESS),35.61253,0.1915,2.61,22.7,0.188,3.1,422.0
156,GJ 15 A b,GJ 15 A,W. M. Keck Observatory,11.4407,0.07200000000000001,1.55,3.03,0.094,2.53,550.0
157,GJ 15 A c,GJ 15 A,Roque de los Muchachos Observatory,7600.0,5.4,6.67,36.0,0.27,2.53,351.0
158,GJ 160.2 b,GJ 160.2,Multiple Observatories,5.2354,0.053,3.17,10.2,0.06,2.53,351.0
159,GJ 163 b,GJ 163,La Silla Observatory,8.63182,0.0607,3.25,10.6,0.073,2.53,351.0
160,GJ 163 c,GJ 163,La Silla Observatory,25.63058,0.1254,2.5,6.8,0.099,2.53,351.0
161,GJ 163 d,GJ 163,La Silla Observatory,603.95116,1.0304,5.92,29.4,0.373,2.53,351.0
162,GJ 179 b,GJ 179,W. M. Keck Observatory,2288.0,2.41,13.9,260.61,0.21,2.53,351.0
163,GJ 180 b,GJ 180,Multiple Observatories,17.133,0.092,2.43,6.49,0.07,2.53,351.0
164,GJ 180 c,GJ 180,Multiple Observatories,24.329,0.129,2.41,6.4,0.09,2.53,351.0
165,GJ 180 d,GJ 180,Multiple Facilities,106.3,0.309,2.66,7.56,0.14,2.53,351.0
166,GJ 2056 b,GJ 2056,Multiple Observatories,69.971,0.28300000000000003,4.17,16.2,0.72,2.53,351.0
167,GJ 229 A c,GJ 229,Multiple Facilities,121.995,0.33899999999999997,2.6,7.268,0.19,2.53,351.0
168,GJ 229 b,GJ 229,Multiple Observatories,526.115,0.898,2.85,8.478,0.1,2.53,351.0
169,GJ 251 b,GJ 251,W. M. Keck Observatory,14.238,0.0818,1.83,4.0,0.1,2.53,351.0
170,GJ 27.1 b,GJ 27.1,Multiple Observatories,15.819,0.10099999999999999,3.66,13.0,0.08,1.06,350.0
171,GJ 273 b,GJ 273,La Silla Observatory,18.6498,0.091101,1.51,2.89,0.1,1.06,350.0
172,GJ 273 c,GJ 273,La Silla Observatory,4.7234,0.036467,1.06,1.18,0.17,6.66,350.0
173,GJ 3021 b,GJ 3021,La Silla Observatory,133.71,0.49,13.1,1071.04,0.511,118.1,350.0
174,GJ 3082 b,GJ 3082,Multiple Facilities,11.949000000000002,0.079,2.79,8.2,0.22,118.1,391.0
175,GJ 3138 b,GJ 3138,La Silla Observatory,1.22003,0.0197,1.18,1.78,0.19,118.1,391.0
176,GJ 3138 c,GJ 3138,La Silla Observatory,5.974,0.057,1.88,4.18,0.11,13.9,391.0
177,GJ 3138 d,GJ 3138,La Silla Observatory,257.8,0.698,3.23,10.5,0.32,0.1,391.0
178,GJ 317 b,GJ 317,W. M. Keck Observatory,695.66,1.151,13.3,794.5,0.07,1.07,391.0
179,GJ 317 c,GJ 317,W. M. Keck Observatory,6739.323,5.23,13.5,522.5,0.17,1.07,391.0
180,GJ 328 b,GJ 328,McDonald Observatory,4100.0,4.5,13.3,731.0,0.37,1.07,391.0
181,GJ 3293 b,GJ 3293,La Silla Observatory,30.5987,0.14339000000000002,5.19,23.54,0.06,1.07,391.0
182,GJ 3293 c,GJ 3293,La Silla Observatory,122.6196,0.36175,4.87,21.09,0.11,0.17,391.0
183,GJ 3293 d,GJ 3293,La Silla Observatory,48.1345,0.19394,2.67,7.6,0.12,0.59,391.0
184,GJ 3293 e,GJ 3293,La Silla Observatory,13.2543,0.08208,1.63,3.28,0.21,3.34,391.0
185,GJ 3323 b,GJ 3323,La Silla Observatory,5.3636,0.03282,1.23,2.02,0.23,2.58,391.0
186,GJ 3323 c,GJ 3323,La Silla Observatory,40.54,0.1264,1.32,2.31,0.17,0.17,391.0
187,GJ 3341 b,GJ 3341,La Silla Observatory,14.207,0.08900000000000001,2.46,6.6,0.31,59.4,391.0
188,GJ 338 B b,GJ 338 B,Calar Alto Observatory,24.45,0.141,3.19,10.27,0.11,59.4,391.0
189,GJ 3470 b,GJ 3470,La Silla Observatory,3.3366496,0.0355,4.57,13.9,0.017,59.4,594.0
190,GJ 3473 b,GJ 3473,Transiting Exoplanet Survey Satellite (TESS),1.1980035,0.01589,1.264,1.86,0.0,59.4,773.0
191,GJ 3473 c,GJ 3473,Multiple Observatories,15.509,0.0876,2.63,7.41,0.0,1.95,329.0
192,GJ 3512 b,GJ 3512,Calar Alto Observatory,203.59,0.33799999999999997,14.3,147.15528999999995,0.4356,12.6,525.0
193,GJ 357 b,GJ 357,Transiting Exoplanet Survey Satellite (TESS),3.9307199999999995,0.035,1.217,1.84,0.08,12.6,525.0
194,GJ 357 c,GJ 357,Multiple Observatories,9.1247,0.061,1.66,3.4,0.08,4.45,401.0
195,GJ 357 d,GJ 357,Multiple Observatories,55.661,0.204,2.34,6.1,0.08,0.38,220.0
196,GJ 3634 b,GJ 3634,La Silla Observatory,2.64561,0.0287,2.83,8.4,0.08,3.13,590.0
197,GJ 3779 b,GJ 3779,Calar Alto Observatory,3.0232,0.026000000000000002,2.75,8.0,0.07,3.13,590.0
198,GJ 3942 b,GJ 3942,Roque de los Muchachos Observatory,6.905,0.0608,2.57,7.14,0.121,3.13,590.0
199,GJ 3998 b,GJ 3998,Roque de los Muchachos Observatory,2.64977,0.028999999999999998,1.38,2.47,0.0,3.13,370.0
200,GJ 3998 c,GJ 3998,Roque de los Muchachos Observatory,13.74,0.08900000000000001,2.38,6.26,0.049,3.13,370.0
201,GJ 411 b,GJ 411,Haute-Provence Observatory,12.946,0.0789,1.45,2.69,0.12,3.13,370.0
202,GJ 422 b,GJ 422,Multiple Observatories,20.129,0.111,3.33,11.07,0.11,98.09,686.0
203,GJ 4276 b,GJ 4276,Calar Alto Observatory,13.352,0.08199999999999999,4.22,16.57,0.37,98.09,686.0
204,GJ 433 b,GJ 433,La Silla Observatory,7.3705,0.062,2.33,6.042999999999999,0.04,98.09,686.0
205,GJ 433 c,GJ 433,Multiple Observatories,5094.105,4.819,6.27,32.422,0.12,98.09,686.0
206,GJ 433 d,GJ 433,Multiple Facilities,36.059,0.17800000000000002,2.14,5.223,0.07,98.09,686.0
207,GJ 436 b,GJ 436,W. M. Keck Observatory,2.64388312,0.0291,4.17,22.1,0.13827,98.09,686.0
208,GJ 480 b,GJ 480,Multiple Observatories,9.567,0.068,3.69,13.2,0.1,98.09,510.0
209,GJ 504 b,GJ 504,Subaru Telescope,8.7076,43.5,13.0,1271.3,0.08,98.09,510.0
210,GJ 536 b,GJ 536,La Silla Observatory,8.7076,0.06661,2.17,5.36,0.08,98.09,840.0
211,GJ 581 b,GJ 581,La Silla Observatory,5.3686,0.04061,4.11,15.8,0.0,98.09,840.0
212,GJ 581 c,GJ 581,La Silla Observatory,12.914000000000001,0.0721,2.21,5.5,0.0,98.09,840.0
213,GJ 581 e,GJ 581,La Silla Observatory,3.1489999999999996,0.02815,1.17,1.7,0.0,98.09,840.0
214,GJ 625 b,GJ 625,Multiple Observatories,14.628,0.078361,1.49,2.82,0.13,7.95,468.0
215,GJ 649 b,GJ 649,W. M. Keck Observatory,598.3,1.135,12.5,104.244,0.3,7.95,468.0
216,GJ 667 C b,GJ 667 C,La Silla Observatory,7.2004,0.0505,2.23,5.6,0.13,7.95,468.0
217,GJ 667 C c,GJ 667 C,La Silla Observatory,28.14,0.125,1.77,3.8,0.02,7.95,468.0
218,GJ 667 C e,GJ 667 C,La Silla Observatory,62.24,0.213,1.45,2.7,0.02,7.95,468.0
219,GJ 667 C f,GJ 667 C,La Silla Observatory,39.025999999999996,0.156,1.45,2.7,0.03,7.95,468.0
220,GJ 667 C g,GJ 667 C,La Silla Observatory,256.2,0.5489999999999999,1.99,4.6,0.08,7.95,468.0
221,GJ 674 b,GJ 674,La Silla Observatory,4.6938,0.039,3.33,11.09,0.2,7.95,468.0
222,GJ 676 A b,GJ 676 A,La Silla Observatory,1056.80005,1.82,12.7,2129.4610000000002,0.33,7.95,468.0
223,GJ 676 A c,GJ 676 A,Paranal Observatory,7337.0,6.6,12.7,2161.244,0.262,7.95,468.0
224,GJ 676 A d,GJ 676 A,La Silla Observatory,3.6005,0.0413,1.93,4.4,0.262,7.95,468.0
225,GJ 676 A e,GJ 676 A,La Silla Observatory,35.39,0.187,2.77,8.1,0.125,7.95,468.0
226,GJ 682 b,GJ 682,Multiple Observatories,17.477999999999998,0.08,1.93,4.4,0.08,7.95,468.0
227,GJ 682 c,GJ 682,Multiple Observatories,57.32,0.17600000000000002,2.89,8.7,0.1,7.95,468.0
228,GJ 685 b,GJ 685,Qatar,24.16,0.1344,2.95,9.0,0.0,7.95,468.0
229,GJ 687 b,GJ 687,Lick Observatory,38.141999999999996,0.163,4.32,17.2,0.17,7.95,468.0
230,GJ 687 c,GJ 687,Multiple Observatories,727.562,1.165,4.14,16.0,0.4,7.95,468.0
231,GJ 832 b,GJ 832,Anglo-Australian Telescope,3657.0,3.56,14.0,216.0,0.08,7.95,468.0
232,GJ 832 c,GJ 832,Multiple Observatories,35.68,0.163,2.18,5.4,0.18,7.95,468.0
233,GJ 849 b,GJ 849,W. M. Keck Observatory,1882.0,2.35,13.8,317.83,0.04,7.95,468.0
234,GJ 86 b,GJ 86,La Silla Observatory,15.76491,0.11,12.9,1404.8086,0.04,7.95,468.0
235,GJ 876 b,GJ 876,Multiple Observatories,61.1166,0.208317,13.3,723.2235,0.0324,7.95,468.0
236,GJ 876 c,GJ 876,Multiple Observatories,30.0881,0.12959,14.0,226.9846,0.25591,7.95,468.0
237,GJ 876 d,GJ 876,W. M. Keck Observatory,1.9377799999999998,0.020807,2.51,6.83,0.207,7.95,468.0
238,GJ 876 e,GJ 876,W. M. Keck Observatory,124.26,0.3343,3.92,14.6,0.055,7.95,468.0
239,GJ 887 b,GJ 887,La Silla Observatory,9.262,0.068,1.88,4.2,0.0,7.95,468.0
240,GJ 887 c,GJ 887,La Silla Observatory,21.789,0.12,2.67,7.6,0.18,2.56,352.0
241,GJ 9066 b,GJ 9066,Multiple Observatories,241.88299999999998,0.40299999999999997,6.1,30.9,0.18,315.0,1044.0
242,GJ 9066 c,GJ 9066,Multiple Observatories,767.887,0.87,10.0,71.6,0.33,315.0,1044.0
243,GJ 96 b,GJ 96,Haute-Provence Observatory,73.94,0.29100000000000004,4.67,19.66,0.44,315.0,1044.0
244,GJ 9827 b,GJ 9827,K2,1.2089819,0.0188,1.577,4.91,0.0,315.0,1044.0
245,GJ 9827 c,GJ 9827,K2,3.6480957000000003,0.03925,1.241,0.84,0.0,72.0,722.0
246,GJ 9827 d,GJ 9827,K2,6.2014698,0.05591,2.022,4.04,0.0,35.6,605.0
247,GQ Lup b,GQ Lup,Paranal Observatory,3.822,100.0,33.6,6356.0,0.109,100.77,2650.0
248,GSC 06214-00210 b,GSC 06214-00210,Palomar Observatory,3.822,320.0,20.176,5000.0,0.109,100.77,2300.0
249,GU Psc b,GU Psc,Gemini Observatory,3.822,2000.0,14.179,3591.3,0.109,100.77,1050.0
250,Gl 378 b,Gl 378,Haute-Provence Observatory,3.822,0.039435000000000005,3.66,13.02,0.109,100.77,830.0
251,Gl 49 b,Gl 49,Multiple Observatories,13.8508,0.0905,2.24,5.63,0.363,100.77,379.0
252,Gl 686 b,Gl 686,Roque de los Muchachos Observatory,15.53,0.091,2.46,6.624,0.05,100.77,379.0
253,HAT-P-1 b,HAT-P-1,HATNet,4.46529976,0.05561,14.785,166.86075,0.0,100.77,1322.0
254,HAT-P-11 b,HAT-P-11,HATNet,4.88780244,0.05254,4.36,26.69772,0.218,100.77,838.0
255,HAT-P-11 c,HAT-P-11,W. M. Keck Observatory,3407.0,4.13,13.3,731.0089999999999,0.601,325.0,963.0
256,HAT-P-12 b,HAT-P-12,HATNet,3.2130598,0.0384,10.749,67.059,0.0,325.0,963.0
257,HAT-P-13 b,HAT-P-13,HATNet,2.91625,0.04383,14.258,270.462,0.0133,325.0,1740.0
258,HAT-P-13 c,HAT-P-13,W. M. Keck Observatory,446.27,1.258,12.3,4538.420999999999,0.6616,325.0,340.0
259,HAT-P-14 b,HAT-P-14,HATNet,4.627669999999999,0.0596,15.917,1093.3352,0.11,325.0,1624.0
260,HAT-P-15 b,HAT-P-15,HATNet,10.8635,0.0965,11.882,616.5902,0.19,325.0,904.0
261,HAT-P-16 b,HAT-P-16,HATNet,2.77596,0.0413,14.448,1332.605,0.036000000000000004,325.0,1626.0
262,HAT-P-17 b,HAT-P-17,HATNet,10.338519999999999,0.0882,11.769,184.3414,0.35,325.0,792.0
263,HAT-P-17 c,HAT-P-17,W. M. Keck Observatory,5584.0,5.6,13.1,1080.6,0.39,325.0,852.0
264,HAT-P-18 b,HAT-P-18,HATNet,5.508023000000001,0.0559,11.153,62.61,0.084,325.0,852.0
265,HAT-P-19 b,HAT-P-19,HATNet,4.0087779999999995,0.0466,12.689,92.802,0.067,325.0,1010.0
266,HAT-P-2 b,HAT-P-2,HATNet,5.6335158,0.06813999999999999,10.66,2765.1209999999996,0.5172,325.0,1540.0
267,HAT-P-20 b,HAT-P-20,HATNet,2.875317,0.0361,9.718,2302.899,0.015,325.0,970.0
268,HAT-P-21 b,HAT-P-21,HATNet,4.12448,0.0494,12.442,1547.8321,0.23,325.0,1283.0
269,HAT-P-22 b,HAT-P-22,HATNet,3.21222,0.0414,12.89,785.0401,0.02,325.0,1463.0
270,HAT-P-23 b,HAT-P-23,HATNet,1.21288,0.0232,12.218,425.8922,0.11,325.0,1951.0
271,HAT-P-24 b,HAT-P-24,HATNet,3.3552400000000002,0.04651,14.572,238.3725,0.07,325.0,1637.0
272,HAT-P-25 b,HAT-P-25,HATNet,3.65281514,0.0466,12.722,180.84527,0.023,325.0,1182.0
273,HAT-P-26 b,HAT-P-26,HATNet,4.23452,0.0479,7.062,22.2481,0.12,433.0,1001.0
274,HAT-P-27 b,HAT-P-27,HATNet,3.039577,0.04,11.43,197.05,0.0,433.0,1384.0
275,HAT-P-28 b,HAT-P-28,HATNet,3.257215,0.0434,13.585,198.953,0.051,433.0,1384.0
276,HAT-P-29 b,HAT-P-29,HATNet,5.72319,0.0667,13.115,279.6904,0.09,433.0,1271.0
277,HAT-P-3 b,HAT-P-3,HATNet,2.8997,0.03866,10.536,206.5895,0.0,1841.0,1189.0
278,HAT-P-30 b,HAT-P-30,HATNet,2.8106,0.0419,16.141,263.7989,0.04,1841.0,1630.0
279,HAT-P-31 b,HAT-P-31,HATNet,5.00542,0.061,12.218,721.4741,0.25,1841.0,1450.0
280,HAT-P-32 b,HAT-P-32,HATNet,2.1500082000000003,0.03397,22.194000000000006,216.1244,0.159,1841.0,1836.0
281,HAT-P-33 b,HAT-P-33,HATNet,3.4744699999999997,0.04995,20.737,292.4036,0.0,1821.0,1782.0
282,HAT-P-34 b,HAT-P-34,HATNet,5.452654,0.06774,13.417,1058.3739,0.43200000000000005,1821.0,1520.0
283,HAT-P-35 b,HAT-P-35,HATNet,3.6467059999999996,0.04978,14.93,335.62848,0.02,1821.0,1581.0
284,HAT-P-36 b,HAT-P-36,HATNet,1.32734683,0.0241,14.314,587.41341,0.063,1821.0,1781.0
285,HAT-P-37 b,HAT-P-37,HATNet,2.7974360000000003,0.0379,13.204,371.528,0.057999999999999996,3515.0,1271.0
286,HAT-P-38 b,HAT-P-38,HATNet,4.640382,0.0523,9.247,84.85700000000001,0.067,3515.0,1082.0
287,HAT-P-39 b,HAT-P-39,HATNet,3.5438699999999996,0.0509,17.609,190.372,0.0,3515.0,1752.0
288,HAT-P-4 b,HAT-P-4,HATNet,3.056536,0.04438,14.28,213.255,0.0,3515.0,1686.0
289,HAT-P-40 b,HAT-P-40,HATNet,4.4572400000000005,0.0608,17.038,152.5584,0.0,3515.0,1770.0
290,HAT-P-41 b,HAT-P-41,HATNet,2.69405,0.04258,22.978,378.2177,0.0,3515.0,1941.0
291,HAT-P-42 b,HAT-P-42,HATNet,4.641878,0.0575,14.348,331.801,0.0,3515.0,1428.0
292,HAT-P-43 b,HAT-P-43,HATNet,3.3326870000000004,0.0443,14.359000000000002,210.395,0.0,3515.0,1361.0
293,HAT-P-44 b,HAT-P-44,HATNet,4.301219000000001,0.0507,13.922,111.87100000000001,0.044000000000000004,3515.0,1108.0
294,HAT-P-44 c,HAT-P-44,W. M. Keck Observatory,872.2,1.7519999999999998,13.0,1271.3,0.494,3515.0,1652.0
295,HAT-P-45 b,HAT-P-45,HATNet,3.1289919999999998,0.0452,15.984000000000002,283.492,0.049,3515.0,1652.0
296,HAT-P-46 b,HAT-P-46,HATNet,4.463129,0.0577,14.392,156.684,0.12300000000000001,3515.0,1458.0
297,HAT-P-49 b,HAT-P-49,HATNet,2.69155,0.04378,17.822,699.2260000000001,0.0,3515.0,2131.0
298,HAT-P-5 b,HAT-P-5,HATNet,2.7884900000000004,0.04073,13.563,311.4734,0.0,3515.0,1539.0
299,HAT-P-50 b,HAT-P-50,HATNet,3.1220109000000003,0.0453,14.437,429.0705,0.115,3515.0,1862.0
300,HAT-P-51 b,HAT-P-51,HATNet,4.2180278,0.05069,14.493,98.20947,0.12300000000000001,3515.0,1192.0
301,HAT-P-52 b,HAT-P-52,HATNet,2.7535952999999997,0.03694,11.31,259.98494,0.047,3515.0,1218.0
302,HAT-P-53 b,HAT-P-53,HATNet,1.9616241,0.03159,14.773,471.65972,0.134,3515.0,1778.0
303,HAT-P-54 b,HAT-P-54,HATNet,3.799847,0.04117,10.581,241.5508,0.07400000000000001,3515.0,818.0
304,HAT-P-55 b,HAT-P-55,HATNet,3.5852467000000003,0.04604,13.249,184.97706,0.139,3515.0,1313.0
305,HAT-P-56 b,HAT-P-56,HATNet,2.79083,0.0423,16.926,734.1873,0.29,3515.0,1840.0
